corp_cd,corp_nm,first_price,last_price,jusiksu_num
263860,지니언스,7330,8490
060590,씨티씨바이오,6520,7550
065350,신성델타테크,8590,9940
127120,디엔에이링크,4530,5240
334970,프레스티지바이오로직스,13850,16000
079170,한창산업,7440,8590
321550,티움바이오,16850,19450
262260,에이프로,37750,43500
045100,한양이엔지,18000,20700
183490,엔지켐생명과학,121500,139500
217330,싸이토젠,59000,67700
043290,케이맥,3670,4210
090850,현대이지웰,9160,10500
039840,디오,37350,42800
230980,에이트원,6990,8010
064290,인텍플러스,23700,27150
293780,압타바이오,55000,63000
153460,네이블,6200,7100
021320,KCC건설,9140,10450
042420,네오위즈홀딩스,36300,41500
089890,코세스,8190,9360
003100,선광,29450,33650
148140,비디아이,7170,8190
298380,에이비엘바이오,21850,24950
086520,에코프로,57200,65300
057030,YBM넷,7210,8230
039610,화성밸브,7800,8900
340930,유일에너테크,19900,22700
115450,지트리비앤티,11750,13400
038950,파인디지털,6260,7130
078140,대봉엘에스,10100,11500
054630,에이디칩스,1450,1650
100700,세운메디칼,4835,5500
024810,이화전기,234,266
127710,아시아경제,2255,2560
140670,알에스오토메이션,8500,9650
038070,서린바이오,12200,13850
060380,동양에스텍,2500,2835
013990,아가방컴퍼니,3530,4000
063440,SM Life Design,3355,3800
057680,티사이언티픽,3555,4025
079650,서산,2680,3030
131100,스카이이앤엠,1655,1870
215360,우리산업,25400,28700
208710,바이오로그디바이스,2585,2920
023760,한국캐피탈,679,767
019540,일지테크,3745,4230
217600,켐온,3205,3620
002230,피에스텍,5420,6120
256150,한독크린텍,32950,37200
065170,넥스트BT,1370,1545
130500,GH신소재,5980,6740
101360,이엔드디,30300,34150
075130,플랜티넷,6480,7300
187420,제노포커스,7630,8590
263020,디케이앤디,9150,10300
339950,아이비김영,1680,1890
078150,HB테크놀러지,3165,3560
083640,인콘,2285,2570
089030,테크윙,20850,23450
279600,미디어젠,11650,13100
053980,오상자이엘,6550,7360
008830,대동기어,4090,4595
096640,멜파스,2065,2320
238090,앤디포스,4090,4595
026040,제이에스티나,2165,2430
042500,링네트,6230,6990
263800,데이타솔루션,5760,6460
950110,SBI핀테크솔루션즈,9230,10350
122350,삼기,3970,4450
215480,토박스코리아,1365,1530
131290,티에스이,54500,61000
076080,웰크론한텍,3400,3805
114810,아이원스,7760,8680
133750,메가엠디,4095,4580
150900,파수,7700,8610
046120,오르비텍,7800,8720
086040,바이오톡스텍,10200,11400
250000,보라티알,15750,17600
147830,제룡산업,6920,7730
228760,지노믹트리,12450,13900
199820,제일전기공업,21500,24000
011370,서한,1595,1780
089970,에이피티씨,23750,26500
068240,다원시스,18200,20300
208370,셀바스헬스케어,2515,2805
058820,CMG제약,4385,4890
123570,이엠넷,5050,5630
089140,넥스턴,17450,19450
079960,동양이엔피,17450,19450
203450,유니온커뮤니티,4800,5350
032860,휴먼엔,10500,11700
019210,와이지-원,8010,8920
084370,유진테크,44550,49600
144510,녹십자랩셀,101500,113000
137950,제이씨케미칼,6180,6880
036540,SFA반도체,7550,8400
260930,씨티케이코스메틱스,9980,11100
032850,비트컴퓨터,9040,10050
273060,와이즈버즈,1745,1940
049550,잉크테크,8190,9100
080530,코디,1995,2215
006920,모헨즈,5360,5950
214450,파마리서치,66300,73600
095700,제넥신,95500,106000
008470,부스타,6290,6980
270870,뉴트리,29350,32550
032820,우리기술,1330,1475
097870,효성오앤비,8280,9180
114630,우노앤컴퍼니,5640,6250
247540,에코프로비엠,163000,180600
196700,웹스,2085,2310
289080,SV인베스트먼트,4485,4965
091580,상신이디피,13100,14500
011080,형지I&C,1780,1970
033320,제이씨현시스템,8070,8930
041590,젬백스지오,863,955
335810,프리시젼바이오,15100,16700
080720,한국유니온제약,12800,14150
303030,지니틱스,3700,4090
080420,모다이노칩,3630,4010
044780,에이치케이,1865,2060
048410,현대바이오,43050,47500
023790,동일철강,5420,5980
038290,마크로젠,31950,35250
115960,연우,27000,29750
086820,바이오솔루션,26550,29250
264850,이랜시스,2410,2655
278280,천보,162700,179200
108490,로보티즈,16350,18000
131400,액트,4660,5130
101490,에스앤에스텍,32200,35450
021045,대호특수강우,1290,1420
240810,원익IPS,51700,56900
200670,휴메딕스,24400,26850
259630,엠플러스,13500,14850
049430,코메론,10000,11000
023160,태광,8800,9680
348150,고바이오랩,30550,33600
123330,제닉,5410,5950
100790,미래에셋벤처투자,8750,9620
217190,제너셈,5250,5770
039200,오스코텍,39950,43900
312610,에이에프더블류,8910,9790
039290,인포뱅크,11650,12800
028080,휴맥스홀딩스,3800,4175
141000,비아트론,11200,12300
078890,가온미디어,11750,12900
060250,NHN한국사이버결제,50100,55000
123840,한일진공,1080,1185
289010,아이스크림에듀,7930,8700
067160,아프리카TV,78500,86100
256630,포인트엔지니어링,3310,3630
166090,하나머티리얼즈,38850,42600
037460,삼지전자,13500,14800
043650,국순당,8030,8800
078160,메디포스트,34550,37850
206400,베노홀딩스,6600,7230
071670,에이테크솔루션,15700,17200
119500,포메탈,4450,4875
171120,라이온켐텍,8490,9300
089850,유비벨록스,12050,13200
101670,코리아에스이,1260,1380
078130,국일제지,5800,6350
039830,오로라,10050,11000
256840,한국비엔씨,7300,7990
131090,시큐브,1430,1565
105550,트루윈,5300,5800
016100,리더스코스메틱,3510,3840
026910,광진실업,4580,5010
314930,바이오다인,52200,57100
053580,웹케시,71500,78200
137940,넥스트아이,1335,1460
357550,석경에이티,20300,22200
019590,엠벤처투자,1175,1285
163730,핑거,20300,22200
115610,이미지스,2250,2460
049470,SGA,1020,1115
024910,경창산업,2855,3120
065660,안트로젠,49050,53600
263690,디알젬,12950,14150
079370,제우스,26450,28900
164060,이루다,10850,11850
263750,펄어비스,308100,336500
254120,자비스,2120,2315
036690,코맥스,5870,6410
077360,덕산하이메탈,12000,13100
031310,아이즈비전,4580,5000
060540,에스에이티,2465,2690
038530,골드퍼시픽,1270,1385
225430,케이엠제약,2595,2830
101160,월덱스,24850,27100
078020,이베스트투자증권,7290,7950
066980,이엔코퍼레이션,11600,12650
083310,엘오티베큠,16600,18100
073540,에프알텍,4870,5310
049720,고려신용정보,6770,7380
053030,바이넥스,25550,27850
086890,이수앱지스,14450,15750
032190,다우데이타,12800,13950
239340,줌인터넷,5460,5950
270520,지엔원에너지,3790,4130
010280,쌍용정보통신,1395,1520
094820,일진파워,5810,6330
311690,천랩,33000,35950
032580,피델릭스,1510,1645
106190,하이텍팜,17900,19500
234920,자이글,3920,4270
356890,싸이버원,16300,17750
290690,소룩스,20300,22100
041830,인바디,20300,22100
003310,대주산업,2145,2335
038460,바이오스마트,5420,5900
009300,삼아제약,14750,16050
307930,컴퍼니케이,11350,12350
241690,유니테크노,6590,7170
120240,대정화금,25600,27850
267320,나인테크,4500,4895
058400,KNN,2000,2175
195500,마니커에프앤지,6466,7030
001000,신라섬유,2640,2870
046440,KG모빌리언스,9890,10750
131220,대한과학,12650,13750
053800,안랩,65500,71200
041910,에스텍파마,10950,11900
072990,에이치시티,13250,14400
288330,브릿지바이오테라퓨틱스,13300,14450
347890,엠투아이,9940,10800
237750,피앤씨테크,7280,7910
102710,이엔에프테크놀로지,39650,43050
331920,셀레믹스,19850,21550
054300,팬스타엔터프라이즈,935,1015
088390,이녹스,12300,13350
354200,엔젠바이오,16500,17900
043360,디지아이,3190,3460
079000,와토스코리아,7920,8590
048430,유라테크,11250,12200
062860,티엘아이,11300,12250
032680,소프트센,1795,1945
008370,원풍,6110,6620
033640,네패스,37750,40900
037350,성도이엔지,5880,6370
130740,티피씨글로벌,5040,5460
085910,네오티스,4030,4365
052860,아이앤씨,4400,4765
066410,버킷스튜디오,1870,2025
094940,푸른기술,10250,11100
317770,슈프리마아이디,16900,18300
327260,메탈라이프,26000,28150
054620,APS홀딩스,9700,10500
057880,필로시스헬스케어,2125,2300
134580,디엠티,2920,3160
041460,한국전자인증,7060,7640
290550,디케이티,18900,20450
054940,엑사이엔씨,1585,1715
094970,제이엠티,3535,3825
005710,대원산업,7570,8190
057540,옴니시스템,2140,2315
011560,세보엠이씨,6490,7020
311390,네오크레마,7840,8480
038010,제일테크노스,8720,9430
048260,오스템임플란트,85000,91900
073110,엘엠에스,10500,11350
036620,감성코퍼레이션,865,935
032620,유비케어,7800,8430
073010,케이에스피,1860,2010
067080,대화제약,11800,12750
333430,미래에셋대우스팩4호,3235,3495
304840,피플바이오,41700,45050
052900,KMH하이텍,1995,2155
243840,신흥에스이씨,46200,49900
950220,네오이뮨텍(Reg.S),11250,12150
950200,소마젠(Reg.S),12500,13500
093520,매커스,5380,5810
095500,미래나노텍,4330,4675
264660,씨앤지하이테크,13200,14250
016600,큐캐피탈,642,693
166480,코아스템,16400,17700
096610,알에프세미,5680,6130
079950,인베니아,2525,2725
115480,씨유메디칼,1850,1995
214180,민앤지,17250,18600
093190,빅솔론,4980,5370
305090,마이크로디지탈,18550,20000
048830,엔피케이,1920,2070
090470,제이스텍,7190,7750
096350,대창솔루션,463,499
018700,바른손,3300,3555
193250,와이제이엠게임즈,2200,2370
036490,SK머티리얼즈,311000,335000
035460,기산텔레콤,2915,3140
302550,리메드,23950,25800
033230,인성정보,2140,2305
900120,씨케이에이치,325,350
148250,알엔투테크놀로지,16900,18200
042000,카페24,32600,35100
060850,영림원소프트랩,13150,14150
093640,다믈멀티미디어,3040,3270
038880,아이에이,1455,1565
228670,레이,51800,55700
190650,코리아에셋투자증권,9580,10300
027710,팜스토리,2060,2215
036710,심텍홀딩스,2595,2790
053350,이니텍,5070,5450
035200,프럼파스트,4810,5170
025320,시노펙스,3680,3955
196300,애니젠,14050,15100
204020,그리티,3150,3385
032280,삼일,2280,2450
071200,인피니트헬스케어,7260,7800
086060,진바이오텍,6320,6790
076610,해성옵틱스,1210,1300
036560,영풍정밀,8230,8840
115160,휴맥스,4655,5000
093380,풍강,4055,4355
072520,제넨바이오,1700,1825
064510,에코마이스터,1430,1535
014620,성광벤드,8190,8790
046070,코다코,1230,1320
291650,압타머사이언스,21900,23500
083550,케이엠,10950,11750
263810,상신전자,4850,5200
069140,누리플랜,7360,7890
024950,삼천리자전거,13200,14150
011040,경동제약,9890,10600
294140,레몬,8910,9550
085660,차바이오텍,18800,20150
048470,대동스틸,5580,5980
032685,소프트센우,25150,26950
051380,피씨디렉트,10500,11250
014970,삼륭물산,8010,8580
039740,한국정보공학,3380,3620
032960,동일기연,13400,14350
049960,쎌바이오텍,18450,19750
044480,경남바이오파마,2770,2965
045510,정원엔시스,1920,2055
034940,조아제약,4225,4520
054090,삼진엘앤디,3800,4065
089790,제이티,7750,8290
067770,세진티에스,5170,5530
072470,우리산업홀딩스,5320,5690
278650,노터스,25950,27750
041920,메디아나,14400,15400
045300,성우테크론,5330,5700
251970,펌텍코리아,18750,20050
260660,알리코제약,11600,12400
215790,이노인스트루먼트,2245,2400
054450,텔레칩스,15950,17050
081150,티플랙스,3700,3955
035600,KG이니시스,19650,21000
293490,카카오게임즈,52400,56000
080470,성창오토텍,9410,10050
317870,엔바이오니아,9600,10250
019010,베뉴지,1925,2055
086960,한컴MDS,15550,16600
357780,솔브레인,289700,309200
060150,인선이엔티,13400,14300
128660,피제이메탈,2605,2780
092730,네오팜,33550,35800
036930,주성엔지니어링,11200,11950
005860,한일사료,1940,2070
151910,나노스,7170,7650
298540,더네이쳐홀딩스,52400,55900
095340,ISC,21750,23200
208640,썸에이지,3320,3540
222800,심텍,21900,23350
078350,한양디지텍,5440,5800
050090,휘닉스소재,1360,1450
047770,코데즈컴바인,2500,2665
285490,노바텍,38800,41350
065450,빅텍,7610,8110
104480,티케이케미칼,3815,4065
320000,윈텍,2765,2945
036480,대성미생물,19250,20500
108230,톱텍,12350,13150
187870,디바이스이엔지,37850,40300
119610,인터로조,22450,23900
091970,나노캠텍,2175,2315
242040,나무기술,2800,2980
243070,휴온스,56100,59700
235980,메드팩토,88900,94600
002800,신신제약,7800,8300
282880,코윈테크,23400,24900
302430,이노메트리,18750,19950
056080,유진로봇,4070,4330
017480,삼현철강,5170,5500
031510,오스템,3455,3675
041960,코미팜,10250,10900
007390,네이처셀,9970,10600
170790,파이오링크,12650,13450
013120,동원개발,5400,5740
142760,바이오리더스,4920,5230
184230,SGA솔루션즈,1435,1525
299170,더블유에스아이,2795,2970
007680,대원,9600,10200
051370,인터플렉스,12000,12750
131390,피앤이솔루션,20850,22150
031330,에스에이엠티,2735,2905
033160,엠케이전자,11250,11950
335890,비올,2180,2315
081580,성우전자,3150,3345
223250,드림씨아이에스,17800,18900
117670,알파홀딩스,4375,4645
122310,제노레이,9890,10500
053300,한국정보인증,6810,7230
032750,삼진,11400,12100
217480,에스디생명공학,4730,5020
044340,위닉스,22850,24250
072950,빛샘전자,6860,7280
020400,대동금속,9660,10250
281740,레이크머티리얼즈,3600,3820
109860,동일금속,12300,13050
019570,리더스 기술투자,891,945
015750,성우하이텍,6110,6480
051160,지어소프트,21450,22750
040160,누리텔레콤,7120,7550
192390,윈하이텍,3560,3775
027580,상보,1835,1945
039030,이오테크닉스,118600,125700
005160,동국산업,3600,3815
094360,칩스앤미디어,15900,16850
003800,에이스침대,42750,45300
017250,인터엠,1595,1690
016790,현대사료,15950,16900
059090,미코,14300,15150
123420,선데이토즈,22000,23300
030530,원익홀딩스,6610,7000
037330,인지디스플레,3390,3590
035620,바른손이앤에이,1530,1620
029480,릭스솔루션,632,669
074600,원익QnC,23950,25350
060230,이그잭스,1625,1720
189300,인텔리안테크,66800,70700
039310,세중,2575,2725
066670,디스플레이텍,4895,5180
017890,한국알콜,12900,13650
006050,국영지앤엠,2850,3015
038540,상상인,6620,7000
006730,서부T&D,7850,8300
004650,창해에탄올,13100,13850
317690,퀀타매트릭스,16600,17550
060560,홈센타홀딩스,1050,1110
065510,휴비츠,8410,8890
000250,삼천당제약,51000,53900
187270,신화콘텍,3430,3625
314130,지놈앤컴퍼니,51000,53900
205500,액션스퀘어,2200,2325
092870,엑시콘,14100,14900
225570,넷게임즈,13250,14000
037760,쎄니트,1855,1960
007370,진양제약,6040,6380
161580,필옵틱스,12450,13150
071850,캐스텍코리아,3390,3580
067010,이씨에스,7150,7550
236810,엔비티,24250,25600
040610,SG&G,2880,3040
017650,대림제지,13600,14350
001810,무림SP,3725,3930
065440,이루온,1635,1725
126600,코프라,5820,6140
250060,모비스,2850,3005
136540,윈스,16600,17500
149980,하이로닉,5900,6220
067280,멀티캠퍼스,32400,34150
356860,티엘비,42000,44250
051490,나라엠앤디,9920,10450
058610,에스피지,9000,9480
224110,에이텍티앤,37550,39550
014570,고려제약,11300,11900
014200,광림,1700,1790
290120,대유에이피,7000,7370
021040,대호특수강,814,857
091340,S&K폴리텍,5120,5390
228850,레이언스,12350,13000
251630,브이원텍,10450,11000
080520,오디텍,7430,7820
226950,올릭스,39150,41200
045060,오공,4875,5130
361390,제노코,55500,58400
064760,티씨케이,187500,197300
186230,그린플러스,12450,13100
059210,메타바이오메드,2500,2630
099440,스맥,1730,1820
139670,키네마스터,52000,54700
141080,레고켐바이오,56100,59000
174900,앱클론,30050,31600
232140,와이아이케이,6590,6930
037950,엘컴텍,1365,1435
258830,세종메디칼,10750,11300
121800,비덴트,13700,14400
018620,우진비앤지,2740,2880
078600,대주전자재료,41450,43550
214370,케어젠,65300,68600
040910,아이씨디,16000,16800
093920,서원인텍,7810,8200
205100,엑셈,4710,4945
306620,네온테크,4120,4325
220180,핸디소프트,3615,3795
298060,에스씨엠생명과학,33200,34850
043910,자연과환경,1510,1585
161570,THE MIDONG,1815,1905
277410,인산가,2015,2115
294630,서남,3330,3495
052300,W홀딩컴퍼니,304,319
290660,네오펙트,3050,3200
091120,이엠텍,17350,18200
040350,큐로컴,1335,1400
238120,얼라인드,8230,8630
047080,한빛소프트,6580,6900
290270,휴네시온,6170,6470
154040,솔루에타,4145,4345
013030,하이록코리아,16600,17400
136510,쎄미시스코,6240,6540
317330,덕산테코피아,19850,20800
072020,중앙백신,17750,18600
200780,비씨월드제약,16750,17550
307180,아이엘사이언스,3245,3400
046110,한일네트웍스,5670,5940
181340,이즈미디어,21200,22200
033050,제이엠아이,1275,1335
136480,하림,2995,3135
018680,서울제약,8810,9220
048530,인트론바이오,25800,27000
030960,양지사,11850,12400
053080,원방테크,45300,47400
072770,율호,2480,2595
252500,세화피앤씨,3885,4065
071280,로체시스템즈,6100,6380
352940,인바이오,10900,11400
215100,로보로보,5240,5480
238490,힘스,13100,13700
024880,케이피에프,4400,4600
290670,대보마그네틱,32100,33550
109960,에이프로젠 H&G,708,740
042110,에스씨디,1555,1625
317120,라닉스,12250,12800
352770,클리노믹스,13350,13950
045970,코아시아,11150,11650
900260,로스웰,313,327
208140,정다운,3695,3860
022220,정산애강,2135,2230
263050,유틸렉스,39550,41300
042520,한스바이오메드,12450,13000
219420,링크제니시스,7960,8310
088910,동우팜투테이블,3425,3575
066360,체리부로,2180,2275
263600,덕우전자,8280,8640
332570,와이팜,10350,10800
048870,시너지이노베이션,2890,3015
119830,아이텍,8550,8920
294090,이오플로우,64600,67400
065650,메디프론,3585,3740
332370,아이디피,8110,8460
204270,제이앤티씨,9970,10400
000440,중앙에너비스,9970,10400
147760,마이크로프랜드,8600,8970
025550,한국선재,3485,3635
140520,대창스틸,2920,3045
032080,아즈텍WB,2575,2685
068790,DMS,8480,8840
241790,오션브릿지,16600,17300
056090,유앤아이,4620,4815
037070,파세코,23750,24750
220260,켐트로스,6190,6450
099410,동방선기,1800,1875
182400,엔케이맥스,18000,18750
067170,오텍,13200,13750
052790,액토즈소프트,9130,9510
251370,와이엠티,20450,21300
108380,대양전기공업,16850,17550
001540,안국약품,13250,13800
145020,휴젤,178500,185900
090410,덕신하우징,1450,1510
900070,글로벌에스엠,1210,1260
144960,뉴파워프라즈마,6290,6550
053610,프로텍,27850,29000
318410,비비씨,19400,20200
068330,일신바이오,4975,5180
061040,알에프텍,7780,8100
049480,오픈베이스,2920,3040
020180,대신정보통신,1960,2040
272110,케이엔제이,12300,12800
226330,신테카바이오,16000,16650
250930,예선테크,2585,2690
263770,유에스티,6180,6430
030350,드래곤플라이,2225,2315
012700,리드코프,8900,9260
036190,금화피에스시,29800,31000
200470,에이팩트,6480,6740
177830,파버나인,5740,5970
054670,대한뉴팜,11300,11750
317320,한화에스비아이스팩,2765,2875
090150,광진윈텍,4290,4460
031390,녹십자셀,41700,43350
337930,브랜드엑스코퍼레이션,11400,11850
018290,브이티지엠피,8150,8470
300120,라온피플,25550,26550
213090,미래테크놀로지,8470,8800
253450,스튜디오드래곤,99900,103800
046310,백금T&A,3230,3355
900250,크리스탈신소재,1810,1880
033290,코웰패션,6210,6450
137400,피엔티,23300,24200
173130,오파스넷,4680,4860
086390,유니테스트,22100,22950
043710,서울리거,992,1030
239610,에이치엘사이언스,42000,43600
318000,한국바이오젠,8400,8720
098660,에스티오,2765,2870
078340,컴투스,169000,175400
900300,오가닉티코스메틱,609,632
004590,한국가구,6620,6870
027040,서울전자통신,879,912
041930,동아화성,12100,12550
198440,고려시멘트,3910,4055
043610,지니뮤직,6730,6980
194700,노바렉스,40500,42000
258610,이더블유케이,7570,7850
225530,보광산업,6780,7030
090710,휴림로봇,1085,1125
304100,솔트룩스,31400,32550
092600,앤씨앤,4645,4815
121440,골프존뉴딘홀딩스,7130,7390
098120,마이크로컨텍솔,5770,5980
017510,세명전기,4400,4560
096870,엘디티,4285,4440
033100,제룡전기,6350,6580
275630,에스에스알,6370,6600
200230,텔콘RF제약,5020,5200
104540,코렌텍,18150,18800
048550,SM C&C,1820,1885
053700,삼보모터스,7010,7260
091440,텔레필드,4075,4220
253590,네오셈,3525,3650
221840,하이즈항공,5360,5550
131030,디에이치피코리아,7940,8220
217730,강스템바이오텍,6850,7090
265520,AP시스템,28650,29650
059120,아진엑스텍,7170,7420
048770,TPC,4315,4465
115440,우리넷,8610,8910
084730,팅크웨어,15900,16450
102120,어보브반도체,13100,13550
290650,엘앤씨바이오,33400,34550
009780,엠에스씨,4940,5110
100590,머큐리,10200,10550
226400,오스테오닉,3940,4075
024740,한일단조,2045,2115
109610,에스와이,3810,3940
051390,YW,4710,4870
217820,엔에스,10300,10650
030520,한글과컴퓨터,17700,18300
043200,파루,1330,1375
089010,켐트로닉스,26750,27650
140860,파크시스템스,134000,138500
047560,이스트소프트,10450,10800
351320,IBKS제14호스팩,2100,2170
115310,인포바인,21050,21750
052260,현대바이오랜드,22700,23450
072870,메가스터디,12150,12550
023600,삼보판지,15200,15700
169330,엠브레인,8850,9140
214870,뉴지랩,10700,11050
042040,케이피엠테크,2905,3000
220630,해마로푸드서비스,3515,3630
08537M,루트로닉3우C,13800,14250
101400,엔시트론,890,919
175250,아이큐어,43300,44700
069510,에스텍,10850,11200
005990,매일홀딩스,9350,9650
234690,녹십자웰빙,12550,12950
092190,서울바이오시스,15700,16200
143160,아이디스,28300,29200
317830,에스피시스템스,7250,7480
214430,아이쓰리시스템,20750,21400
109080,옵티시스,9360,9650
060370,KT서브마린,6140,6330
261200,덴티스,2110,2175
229000,젠큐릭스,19500,20100
036640,HRS,5860,6040
004780,대륙제관,5880,6060
313760,윌링스,14700,15150
170920,엘티씨,13150,13550
035810,이지홀딩스,4615,4755
123410,코리아에프티,3300,3400
171010,램테크놀러지,6290,6480
005670,푸드웰,7650,7880
044960,이글벳,8010,8250
056190,에스에프에이,40550,41750
149950,아바텍,17000,17500
064800,젬백스링크,1530,1575
039980,리노스,1195,1230
214680,디알텍,1540,1585
104040,대성파인텍,2755,2835
307750,국전약품,6940,7140
138580,비즈니스온,22700,23350
036170,클라우드에어,1400,1440
121600,나노신소재,28200,29000
236200,슈프리마,26450,27200
032540,TJ미디어,3900,4010
096630,에스코넥,2305,2370
012620,원일특강,10650,10950
065130,탑엔지니어링,9220,9480
219750,지티지웰니스,6080,6250
183300,코미코,64200,66000
051780,큐로홀딩스,536,551
091700,파트론,10700,11000
024800,유성티엔에스,3580,3680
049120,파인디앤씨,1790,1840
068760,셀트리온제약,150000,154100
041510,에스엠,29600,30400
122990,와이솔,12950,13300
256940,케이피에스,14800,15200
013310,아진산업,3715,3815
214270,퓨쳐스트림네트웍스,1300,1335
059100,아이컴포넌트,5980,6140
082660,코스나인,1510,1550
100120,뷰웍스,36050,37000
066700,테라젠이텍스,8880,9110
079940,가비아,15550,15950
129890,앱코,25350,26000
131760,파인텍,1365,1400
131970,테스나,47250,48450
023900,풍국주정,19950,20450
086450,동국제약,28000,28700
